LipidSpecies,LipidClass,Mass,IsobaricClass,ChemicalFormula,DerivatizedForm,AdductIon,LipidCategory,ScanPolarity,Intensity:240506_lung_WT_45083_b.mzML,Intensity:240506_lung_KO_44938_a.mzML,Intensity:240506_Blank_49932_a.mzML,Intensity:240506_lung_WT_45084_a.mzML,Intensity:240506_QC_49936_b.mzML,Intensity:240506_lung_KO_44939_b.mzML,Intensity:240506_QC_49936_a.mzML,Intensity:240506_lung_KO_44939_a.mzML,Intensity:240506_Blank_49932_b.mzML,Intensity:240506_lung_WT_45084_b.mzML,Intensity:240506_lung_KO_44938_b.mzML,Intensity:240506_lung_WT_45083_a.mzML,IdentificationLevel,QuantificationIon,PrecursorIdentifier,FragmentAIdentifier,FragmentBIdentifier,FragmentCIdentifier,PrecursorIntensity:240506_lung_WT_45083_b.mzML,PrecursorIntensity:240506_lung_KO_44938_a.mzML,PrecursorIntensity:240506_Blank_49932_a.mzML,PrecursorIntensity:240506_lung_WT_45084_a.mzML,PrecursorIntensity:240506_QC_49936_b.mzML,PrecursorIntensity:240506_lung_KO_44939_b.mzML,PrecursorIntensity:240506_QC_49936_a.mzML,PrecursorIntensity:240506_lung_KO_44939_a.mzML,PrecursorIntensity:240506_Blank_49932_b.mzML,PrecursorIntensity:240506_lung_WT_45084_b.mzML,PrecursorIntensity:240506_lung_KO_44938_b.mzML,PrecursorIntensity:240506_lung_WT_45083_a.mzML,FragmentAIntensity:240506_lung_WT_45083_b.mzML,FragmentAIntensity:240506_lung_KO_44938_a.mzML,FragmentAIntensity:240506_Blank_49932_a.mzML,FragmentAIntensity:240506_lung_WT_45084_a.mzML,FragmentAIntensity:240506_QC_49936_b.mzML,FragmentAIntensity:240506_lung_KO_44939_b.mzML,FragmentAIntensity:240506_QC_49936_a.mzML,FragmentAIntensity:240506_lung_KO_44939_a.mzML,FragmentAIntensity:240506_Blank_49932_b.mzML,FragmentAIntensity:240506_lung_WT_45084_b.mzML,FragmentAIntensity:240506_lung_KO_44938_b.mzML,FragmentAIntensity:240506_lung_WT_45083_a.mzML,FragmentBIntensity:240506_lung_WT_45083_b.mzML,FragmentBIntensity:240506_lung_KO_44938_a.mzML,FragmentBIntensity:240506_Blank_49932_a.mzML,FragmentBIntensity:240506_lung_WT_45084_a.mzML,FragmentBIntensity:240506_QC_49936_b.mzML,FragmentBIntensity:240506_lung_KO_44939_b.mzML,FragmentBIntensity:240506_QC_49936_a.mzML,FragmentBIntensity:240506_lung_KO_44939_a.mzML,FragmentBIntensity:240506_Blank_49932_b.mzML,FragmentBIntensity:240506_lung_WT_45084_b.mzML,FragmentBIntensity:240506_lung_KO_44938_b.mzML,FragmentBIntensity:240506_lung_WT_45083_a.mzML,FragmentCIntensity:240506_lung_WT_45083_b.mzML,FragmentCIntensity:240506_lung_KO_44938_a.mzML,FragmentCIntensity:240506_Blank_49932_a.mzML,FragmentCIntensity:240506_lung_WT_45084_a.mzML,FragmentCIntensity:240506_QC_49936_b.mzML,FragmentCIntensity:240506_lung_KO_44939_b.mzML,FragmentCIntensity:240506_QC_49936_a.mzML,FragmentCIntensity:240506_lung_KO_44939_a.mzML,FragmentCIntensity:240506_Blank_49932_b.mzML,FragmentCIntensity:240506_lung_WT_45084_b.mzML,FragmentCIntensity:240506_lung_KO_44938_b.mzML,FragmentCIntensity:240506_lung_WT_45083_a.mzML,PrecursorERRppm,FragmentAERRppm,FragmentBERRppm,FragmentCERRppm,FragmentAMass,FragmentBMass,FragmentCMass,FragmentAAdductIon,FragmentBAdductIon,FragmentCAdductIon,FragmentAChemicalFormula,FragmentBChemicalFormula,FragmentCChemicalFormula,NeutralChemicalFormula
PS 18:1_18:1,PS,786.5298217761984,,C42 H77 O10 N1 P1,,-H+,Glycerophospholipid,negative,137086.1,253255.1,0.0,118946.5,139637.4,210922.4,122477.7,224598.8,0.0,141243.6,212982.2,135123.9,MS2,FragmentA and FragmentB,[PS 18:1_18:1 -H]-,FA 18:1 (+O),FA 18:1 (+O),-PS(87),2190191.8,3335151.3,0.0,2900582.9,2898074.1,2537614.1,2506194.9,2409801.7,0.0,3115881.5,2922366.4,2305314.1,274172.3,506510.2,0.0,237893.0,279274.8,421844.8,244955.4,449197.6,0.0,282487.3,425964.5,270247.9,274172.3,506510.2,0.0,237893.0,279274.8,421844.8,244955.4,449197.6,0.0,282487.3,425964.5,270247.9,37272.7,50012.1,0.0,35621.7,42676.7,37843.4,40519.9,42772.9,0.0,53254.4,47739.0,33604.0,0.97,0.62,0.62,875579.32,281.248779296875,281.248779296875,699.4981079101562,-H+,-H+,-H+,C18 H33 O2,C18 H33 O2,C39 H72 O8 P1,C42 H78 O10 N1 P1
PS 18:0_18:2,PS,786.5298217761984,,C42 H77 O10 N1 P1,,-H+,Glycerophospholipid,negative,560493.0,689830.4,0.0,677733.4,625399.5,455536.3,574751.7,492843.2,0.0,815647.8,617055.6,566455.6,MS2,FragmentA and FragmentB,[PS 18:0_18:2 -H]-,FA 18:0 (+O),FA 18:2 (+O),-PS(87),2190191.8,3335151.3,0.0,2900582.9,2898074.1,2537614.1,2506194.9,2409801.7,0.0,3115881.5,2922366.4,2305314.1,807779.1,996495.6,0.0,976897.1,907441.3,650459.1,843965.6,724779.6,0.0,1186743.4,896394.8,829516.8,313206.9,383165.2,0.0,378569.7,343357.7,260613.5,305537.8,260906.8,0.0,444552.1,337716.3,303394.4,37272.7,50012.1,0.0,35621.7,42676.7,37843.4,40519.9,42772.9,0.0,53254.4,47739.0,33604.0,0.97,0.53,0.6,875579.32,283.264404296875,279.2331237792969,699.4981079101562,-H+,-H+,-H+,C18 H35 O2,C18 H31 O2,C39 H72 O8 P1,C42 H78 O10 N1 P1
PS 16:0_20:1,PS,788.5454317258822,,C42 H79 O10 N1 P1,,-H+,Glycerophospholipid,negative,24319.1,28664.0,0.0,41206.8,31052.3,33991.7,34582.6,26157.6,0.0,34942.3,27782.8,20305.9,MS2,FragmentA and FragmentB,[PS 16:0_20:1 -H]-,FA 16:0 (+O),FA 20:1 (+O),-PS(87),6693562.0,10463787.5,0.0,7958171.5,7513751.1,7962349.2,6459543.1,8360200.5,0.0,8180207.0,8380660.7,6602334.6,37863.9,42595.4,0.0,57120.4,50466.0,42522.6,51956.7,37800.4,0.0,58969.0,35611.1,25782.2,10774.3,14732.6,0.0,25293.1,11638.6,25460.8,17208.5,14514.8,0.0,10915.6,19954.6,14829.6,131768.6,207703.5,0.0,182388.8,132201.8,171991.5,135274.1,190143.6,0.0,165639.8,207432.1,137668.4,0.92,1.92,0.5,875936.81,255.2334442138672,309.2800598144531,701.5137329101562,-H+,-H+,-H+,C16 H31 O2,C20 H37 O2,C39 H74 O8 P1,C42 H80 O10 N1 P1
PS 18:0_18:1,PS,788.5454317258822,,C42 H79 O10 N1 P1,,-H+,Glycerophospholipid,negative,1979511.8,3266771.0,0.0,2558941.4,1905215.8,2399134.9,2170071.1,2947470.3,0.0,2490985.6,2673317.1,2320492.1,MS2,FragmentA and FragmentB,[PS 18:0_18:1 -H]-,FA 18:0 (+O),FA 18:1 (+O),-PS(87),6693562.0,10463787.5,0.0,7958171.5,7513751.1,7962349.2,6459543.1,8360200.5,0.0,8180207.0,8380660.7,6602334.6,2826316.2,4635683.5,0.0,3682993.8,2726272.4,3422085.8,3144452.9,4253337.5,0.0,3559734.1,3826431.8,3301928.9,1132707.4,1897858.5,0.0,1434889.1,1084159.3,1376183.9,1195689.3,1641603.1,0.0,1422237.2,1520202.4,1339055.4,131768.6,207703.5,0.0,182388.8,132201.8,171991.5,135274.1,190143.6,0.0,165639.8,207432.1,137668.4,0.92,0.42,0.73,875936.81,283.2643737792969,281.2488098144531,701.5137329101562,-H+,-H+,-H+,C18 H35 O2,C18 H33 O2,C39 H74 O8 P1,C42 H80 O10 N1 P1
PS 17:0_20:1,PS,802.5610095739427,,C43 H81 O10 N1 P1,,-H+,Glycerophospholipid,negative,0.0,941.6,0.0,2981.6,3272.2,0.0,-0.5,-0.5,0.0,0.0,-0.5,-0.5,MS2,FragmentA and FragmentB,[PS 17:0_20:1 -H]-,FA 17:0 (+O),FA 20:1 (+O),-PS(87),0.0,342887.8,0.0,233372.0,249477.8,0.0,227720.9,226379.9,0.0,0.0,299063.5,158070.8,0.0,1884.3,0.0,-1.0,1963.6,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,5964.2,4580.7,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,5981.1,0.0,1343.8,1634.7,0.0,3841.3,3754.2,0.0,0.0,5045.6,991.0,0.81,0.76,1.29,878366.94,269.2488098144531,309.2803039550781,715.5293579101562,-H+,-H+,-H+,C17 H33 O2,C20 H37 O2,C40 H76 O8 P1,C43 H82 O10 N1 P1
PS 18:0_19:1,PS,802.5610095739427,,C43 H81 O10 N1 P1,,-H+,Glycerophospholipid,negative,0.0,44646.6,0.0,54397.3,52133.0,36307.4,43336.4,45002.0,0.0,57039.4,37846.3,37253.3,MS2,FragmentA and FragmentB,[PS 18:0_19:1 -H]-,FA 18:0 (+O),FA 19:1 (+O),-PS(87),0.0,342887.8,0.0,233372.0,249477.8,265097.0,227720.9,226379.9,0.0,271290.1,299063.5,158070.8,0.0,84043.1,0.0,105015.0,99010.3,72528.7,82056.4,85583.9,0.0,111414.1,73723.7,72568.8,0.0,5250.1,0.0,3779.5,5255.7,86.2,4616.5,4420.1,0.0,2664.6,1969.0,1937.9,0.0,5981.1,0.0,1343.8,1634.7,1152.0,3841.3,3754.2,0.0,1627.4,5045.6,991.0,0.81,0.31,1.23,878366.94,283.26434326171875,295.2646179199219,715.5293579101562,-H+,-H+,-H+,C18 H35 O2,C19 H35 O2,C40 H76 O8 P1,C43 H82 O10 N1 P1
PS 18:0_20:5,PS,808.5140584615766,,C44 H75 O10 N1 P1,,-H+,Glycerophospholipid,negative,0.0,6457.0,0.0,10907.2,11593.8,12203.0,12181.8,26011.9,0.0,0.0,12102.4,0.0,MS2,FragmentA and FragmentB,[PS 18:0_20:5 -H]-,FA 18:0 (+O),FA 20:5 (+O),-PS(87),0.0,453972.8,0.0,303462.8,331720.1,401295.6,287210.9,349780.6,0.0,0.0,376236.3,0.0,0.0,9158.5,0.0,19585.4,21433.5,22777.4,20724.4,46448.9,0.0,0.0,19441.0,0.0,0.0,3755.6,0.0,2228.9,1754.1,1628.6,3639.2,5574.9,0.0,0.0,4763.7,0.0,0.0,1430.3,0.0,4380.5,4673.8,4290.8,1220.9,2214.8,0.0,0.0,1989.7,0.0,0.8,0.74,0.44,879370.49,283.26446533203125,301.2174377441406,721.4820556640625,-H+,-H+,-H+,C18 H35 O2,C20 H29 O2,C41 H70 O8 P1,C44 H76 O10 N1 P1
PS 16:1_22:4,PS,808.5141644050364,,C44 H75 O10 N1 P1,,-H+,Glycerophospholipid,negative,45900.6,28710.8,0.0,10069.9,33255.8,35887.0,39566.2,48048.9,0.0,0.0,21775.8,17201.6,MS2,FragmentA and FragmentB,[PS 16:1_22:4 -H]-,FA 16:1 (+O),FA 22:4 (+O),-PS(87),325450.2,453972.8,0.0,303462.8,331720.1,401295.6,287210.9,349780.6,0.0,0.0,376236.3,324890.3,10550.9,-1.0,0.0,-1.0,-1.0,8840.2,2312.9,14973.1,0.0,0.0,14153.3,10277.2,81250.3,57422.5,0.0,20140.8,66512.7,62933.9,76819.5,81124.7,0.0,0.0,29398.3,24125.9,1384.0,1430.3,0.0,4380.5,4673.8,4290.8,1220.9,2214.8,0.0,0.0,1989.7,1990.6,0.93,1.73,1.09,879370.39,253.21774291992188,331.2646179199219,721.4814453125,-H+,-H+,-H+,C16 H29 O2,C22 H35 O2,C41 H70 O8 P1,C44 H76 O10 N1 P1
PS 16:0_22:5,PS,808.5141644050364,,C44 H75 O10 N1 P1,,-H+,Glycerophospholipid,negative,52736.5,8877.0,0.0,7094.9,27101.4,25987.9,30261.1,68533.5,0.0,0.0,31933.9,39883.6,MS2,FragmentA and FragmentB,[PS 16:0_22:5 -H]-,FA 16:0 (+O),FA 22:5 (+O),-PS(87),325450.2,453972.8,0.0,303462.8,331720.1,401295.6,287210.9,349780.6,0.0,0.0,376236.3,324890.3,94487.4,-1.0,0.0,-1.0,38938.8,46765.1,49900.9,115596.5,0.0,0.0,60759.6,68439.3,10985.7,17754.9,0.0,14190.8,15264.0,5210.8,10621.3,21470.6,0.0,0.0,3108.2,11327.9,1384.0,1430.3,0.0,4380.5,4673.8,4290.8,1220.9,2214.8,0.0,0.0,1989.7,1990.6,0.93,1.86,0.71,879370.39,255.23342895507812,329.24884033203125,721.4814453125,-H+,-H+,-H+,C16 H31 O2,C22 H33 O2,C41 H70 O8 P1,C44 H76 O10 N1 P1
PS 18:2_20:3,PS,808.5141644050364,,C44 H75 O10 N1 P1,,-H+,Glycerophospholipid,negative,19965.2,8162.9,0.0,5426.4,14870.2,9775.8,15935.4,23055.5,0.0,0.0,928.4,7957.7,MS2,FragmentA and FragmentB,[PS 18:2_20:3 -H]-,FA 18:2 (+O),FA 20:3 (+O),-PS(87),325450.2,453972.8,0.0,303462.8,331720.1,401295.6,287210.9,349780.6,0.0,0.0,376236.3,324890.3,35771.8,9991.0,0.0,9881.8,27465.0,16257.7,28953.9,36602.4,0.0,0.0,-1.0,12748.7,4158.7,6334.7,0.0,970.9,2275.3,3293.9,2916.9,9508.6,0.0,0.0,1857.8,3166.8,1384.0,1430.3,0.0,4380.5,4673.8,4290.8,1220.9,2214.8,0.0,0.0,1989.7,1990.6,0.93,0.71,1.07,879370.39,279.233154296875,305.2489318847656,721.4814453125,-H+,-H+,-H+,C18 H31 O2,C20 H33 O2,C41 H70 O8 P1,C44 H76 O10 N1 P1
PS 18:1_20:4,PS,808.5141644050364,,C44 H75 O10 N1 P1,,-H+,Glycerophospholipid,negative,117285.3,86046.7,0.0,75003.6,93145.9,116192.1,100595.1,142646.4,0.0,0.0,147979.5,131625.1,MS2,FragmentA and FragmentB,[PS 18:1_20:4 -H]-,FA 18:1 (+O),FA 20:4 (+O),-PS(87),325450.2,453972.8,0.0,303462.8,331720.1,401295.6,287210.9,349780.6,0.0,0.0,376236.3,324890.3,161125.4,104762.1,0.0,100666.8,125173.2,165053.7,133887.3,195024.5,0.0,0.0,208617.9,185242.6,73445.3,67331.2,0.0,49340.4,61118.6,67330.5,67302.9,90268.3,0.0,0.0,87341.1,78007.6,1384.0,1430.3,0.0,4380.5,4673.8,4290.8,1220.9,2214.8,0.0,0.0,1989.7,1990.6,0.93,0.62,0.86,879370.39,281.248779296875,303.23321533203125,721.4814453125,-H+,-H+,-H+,C18 H33 O2,C20 H31 O2,C41 H70 O8 P1,C44 H76 O10 N1 P1
PS 16:1_22:3,PS,810.529777247486,,C44 H77 O10 N1 P1,,-H+,Glycerophospholipid,negative,740.8,8193.7,0.0,3277.2,0.0,0.0,0.0,795.1,0.0,0.0,0.0,3531.0,MS2,FragmentA and FragmentB,[PS 16:1_22:3 -H]-,FA 16:1 (+O),FA 22:3 (+O),-PS(87),7925069.3,9850720.4,0.0,8974146.0,0.0,0.0,0.0,7424063.2,0.0,0.0,0.0,8763665.2,-1.0,10715.0,0.0,2726.2,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,4610.4,1482.5,5672.4,0.0,3828.1,0.0,0.0,0.0,1591.1,0.0,0.0,0.0,2451.6,74993.5,85820.8,0.0,77174.6,0.0,0.0,0.0,72240.6,0.0,0.0,0.0,78606.8,0.89,0.82,-0.36,879706.56,253.2175140380859,333.27978515625,723.4976806640625,-H+,-H+,-H+,C16 H29 O2,C22 H37 O2,C41 H72 O8 P1,C44 H78 O10 N1 P1
PS 16:0_22:4,PS,810.529777247486,,C44 H77 O10 N1 P1,,-H+,Glycerophospholipid,negative,23899.5,64412.6,0.0,53627.9,48259.5,33746.2,40802.1,22018.2,0.0,57785.5,43718.0,49020.8,MS2,FragmentA and FragmentB,[PS 16:0_22:4 -H]-,FA 16:0 (+O),FA 22:4 (+O),-PS(87),7925069.3,9850720.4,0.0,8974146.0,7830714.7,7589277.9,6787909.4,7424063.2,0.0,9375961.1,8574204.4,8763665.2,36109.7,98067.7,0.0,68757.4,68965.0,52613.6,56036.2,30553.2,0.0,74488.8,50544.1,66297.8,11689.3,30757.5,0.0,38498.3,27553.9,14878.7,25568.0,13483.1,0.0,41082.2,36892.0,31743.8,74993.5,85820.8,0.0,77174.6,62253.6,59882.3,50499.8,72240.6,0.0,89915.9,74582.9,78606.8,0.89,1.68,0.73,879706.56,255.23338317871097,331.2644958496094,723.4976806640625,-H+,-H+,-H+,C16 H31 O2,C22 H35 O2,C41 H72 O8 P1,C44 H78 O10 N1 P1
PS 18:2_20:2,PS,810.529777247486,,C44 H77 O10 N1 P1,,-H+,Glycerophospholipid,negative,1934.0,0.0,0.0,0.0,2691.5,921.9,1852.4,1241.6,0.0,0.0,0.0,1388.3,MS2,FragmentA and FragmentB,[PS 18:2_20:2 -H]-,FA 18:2 (+O),FA 20:2 (+O),-PS(87),7925069.3,0.0,0.0,0.0,7830714.7,7589277.9,6787909.4,7424063.2,0.0,0.0,0.0,8763665.2,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,3869.0,0.0,0.0,0.0,5384.0,1844.7,3705.9,2484.1,0.0,0.0,0.0,2777.7,74993.5,0.0,0.0,0.0,62253.6,59882.3,50499.8,72240.6,0.0,0.0,0.0,78606.8,0.89,0.71,0.29,879706.56,279.233154296875,307.26434326171875,723.4976806640625,-H+,-H+,-H+,C18 H31 O2,C20 H35 O2,C41 H72 O8 P1,C44 H78 O10 N1 P1
PS 18:1_20:3,PS,810.529777247486,,C44 H77 O10 N1 P1,,-H+,Glycerophospholipid,negative,23583.5,81028.7,0.0,36807.5,45010.0,43257.7,37742.0,46235.6,0.0,57335.5,44912.3,24091.6,MS2,FragmentA and FragmentB,[PS 18:1_20:3 -H]-,FA 18:1 (+O),FA 20:3 (+O),-PS(87),7925069.3,9850720.4,0.0,8974146.0,7830714.7,7589277.9,6787909.4,7424063.2,0.0,9375961.1,8574204.4,8763665.2,35228.7,129601.1,0.0,53031.9,76974.4,64102.2,55358.4,71966.0,0.0,91668.2,64807.0,33028.0,11938.3,32456.4,0.0,20583.1,13045.7,22413.1,20125.6,20505.3,0.0,23002.8,25017.6,15155.3,74993.5,85820.8,0.0,77174.6,62253.6,59882.3,50499.8,72240.6,0.0,89915.9,74582.9,78606.8,0.89,1.05,0.87,879706.56,281.2489013671875,305.2488708496094,723.4976806640625,-H+,-H+,-H+,C18 H33 O2,C20 H33 O2,C41 H72 O8 P1,C44 H78 O10 N1 P1
PS 18:0_20:4,PS,810.529777247486,,C44 H77 O10 N1 P1,,-H+,Glycerophospholipid,negative,2423021.4,3119412.2,0.0,2396774.9,2189832.6,1847327.4,1941799.4,2218858.9,0.0,2836086.9,2406950.5,2595719.8,MS2,FragmentA and FragmentB,[PS 18:0_20:4 -H]-,FA 18:0 (+O),FA 20:4 (+O),-PS(87),7925069.3,9850720.4,0.0,8974146.0,7830714.7,7589277.9,6787909.4,7424063.2,0.0,9375961.1,8574204.4,8763665.2,3945293.3,5006782.4,0.0,3859028.7,3520753.7,3029426.6,3139771.8,3585937.6,0.0,4575218.1,3885752.0,4189293.9,900749.5,1232042.0,0.0,934521.1,858911.5,665228.2,743827.1,851780.3,0.0,1096955.7,928149.1,1002145.7,74993.5,85820.8,0.0,77174.6,62253.6,59882.3,50499.8,72240.6,0.0,89915.9,74582.9,78606.8,0.89,0.53,0.56,879706.56,283.264404296875,303.2331237792969,723.4976806640625,-H+,-H+,-H+,C18 H35 O2,C20 H31 O2,C41 H72 O8 P1,C44 H78 O10 N1 P1
PS 16:0_22:3,PS,812.5453996594546,,C44 H79 O10 N1 P1,,-H+,Glycerophospholipid,negative,0.0,1982.2,0.0,5108.6,12382.3,2423.8,2049.2,0.0,0.0,8048.6,0.0,5198.6,MS2,FragmentA and FragmentB,[PS 16:0_22:3 -H]-,FA 16:0 (+O),FA 22:3 (+O),-PS(87),0.0,3829692.4,0.0,3611392.9,2936222.9,3374798.9,2531890.9,0.0,0.0,3740246.6,0.0,2617734.9,0.0,-1.0,0.0,8527.6,22497.0,-1.0,2128.9,0.0,0.0,13089.0,0.0,8269.0,0.0,3965.4,0.0,1689.6,2267.6,4848.5,1969.6,0.0,0.0,3008.3,0.0,2128.2,0.0,48942.3,0.0,36098.0,33950.6,36948.2,26389.9,0.0,0.0,48939.9,0.0,23961.7,0.85,1.2,-0.36,880040.8,255.23326110839844,333.27978515625,725.5135498046875,-H+,-H+,-H+,C16 H31 O2,C22 H37 O2,C41 H74 O8 P1,C44 H80 O10 N1 P1
PS 16:1_22:2,PS,812.5454763515936,,C44 H79 O10 N1 P1,,-H+,Glycerophospholipid,negative,4141.7,3337.3,0.0,4860.5,3473.3,2380.9,0.0,2492.0,0.0,6830.5,3456.6,1396.0,MS2,FragmentA and FragmentB,[PS 16:1_22:2 -H]-,FA 16:1 (+O),FA 22:2 (+O),-PS(87),2450515.2,3829692.4,0.0,3611392.9,2936222.9,3374798.9,0.0,3288452.3,0.0,3740246.6,3453183.5,2617734.9,6239.6,2751.1,0.0,3091.6,4264.3,-1.0,0.0,2966.8,0.0,5256.4,-1.0,-1.0,2043.8,3923.5,0.0,6629.5,2682.3,4762.9,0.0,2017.2,0.0,8404.5,6914.3,2793.1,30876.7,48942.3,0.0,36098.0,33950.6,36948.2,0.0,37256.2,0.0,48939.9,43268.5,23961.7,0.94,1.85,0.84,880040.74,253.2177734375,335.29583740234375,725.5132446289062,-H+,-H+,-H+,C16 H29 O2,C22 H39 O2,C41 H74 O8 P1,C44 H80 O10 N1 P1
PS 18:1_20:2,PS,812.5454763515936,,C44 H79 O10 N1 P1,,-H+,Glycerophospholipid,negative,13795.7,23786.2,0.0,17358.7,13711.8,11575.3,12578.5,14699.7,0.0,17337.4,16385.6,14381.4,MS2,FragmentA and FragmentB,[PS 18:1_20:2 -H]-,FA 18:1 (+O),FA 20:2 (+O),-PS(87),2450515.2,3829692.4,0.0,3611392.9,2936222.9,3374798.9,2531890.9,3288452.3,0.0,3740246.6,3453183.5,2617734.9,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,27592.4,47573.3,0.0,34718.4,27424.5,23151.7,25158.0,29400.5,0.0,34675.7,32772.1,28763.8,30876.7,48942.3,0.0,36098.0,33950.6,36948.2,26389.9,37256.2,0.0,48939.9,43268.5,23961.7,0.94,0.84,0.29,880040.74,281.24884033203125,307.26434326171875,725.5132446289062,-H+,-H+,-H+,C18 H33 O2,C20 H35 O2,C41 H74 O8 P1,C44 H80 O10 N1 P1
PS 18:0_20:3,PS,812.5454763515936,,C44 H79 O10 N1 P1,,-H+,Glycerophospholipid,negative,418500.4,994391.6,0.0,837593.0,637609.6,624241.9,527894.0,795839.9,0.0,1046922.7,730736.0,482865.7,MS2,FragmentA and FragmentB,[PS 18:0_20:3 -H]-,FA 18:0 (+O),FA 20:3 (+O),-PS(87),2450515.2,3829692.4,0.0,3611392.9,2936222.9,3374798.9,2531890.9,3288452.3,0.0,3740246.6,3453183.5,2617734.9,486362.8,1331330.5,0.0,1150521.1,802137.0,831717.4,694820.3,1090067.5,0.0,1447408.8,943797.8,570698.9,350637.9,657452.7,0.0,524664.9,473082.2,416766.4,360967.7,501612.3,0.0,646436.6,517674.3,395032.4,30876.7,48942.3,0.0,36098.0,33950.6,36948.2,26389.9,37256.2,0.0,48939.9,43268.5,23961.7,0.94,0.74,0.57,880040.74,283.26446533203125,305.248779296875,725.5132446289062,-H+,-H+,-H+,C18 H35 O2,C20 H33 O2,C41 H74 O8 P1,C44 H80 O10 N1 P1
PS 16:1_22:1,PS,814.5611655231149,,C44 H81 O10 N1 P1,,-H+,Glycerophospholipid,negative,56145.9,87197.7,0.0,66907.5,0.0,75424.2,61782.4,78863.1,0.0,71311.0,77328.3,45786.6,MS2,FragmentA and FragmentB,[PS 16:1_22:1 -H]-,FA 16:1 (+O),FA 22:1 (+O),-PS(87),677419.4,1088830.0,0.0,989204.5,0.0,986410.3,767106.3,898209.1,0.0,1006112.2,1015270.9,848993.9,74950.9,113853.2,0.0,81338.6,0.0,99107.2,88319.6,101437.9,0.0,85810.3,88462.7,64539.8,37341.0,60542.2,0.0,52476.4,0.0,51741.3,35245.3,56288.3,0.0,56811.8,66193.9,27033.5,4738.7,10224.9,0.0,10004.5,0.0,9345.2,9174.6,9876.1,0.0,9399.3,9305.8,9325.6,0.99,1.79,1.39,880372.94,253.21775817871097,337.3116760253906,727.5279541015625,-H+,-H+,-H+,C16 H29 O2,C22 H41 O2,C41 H76 O8 P1,C44 H82 O10 N1 P1
PS 16:0_22:2,PS,814.5611655231149,,C44 H81 O10 N1 P1,,-H+,Glycerophospholipid,negative,30406.3,40970.4,0.0,26859.8,0.0,26214.1,31074.5,29690.3,0.0,32551.8,35566.4,27084.6,MS2,FragmentA and FragmentB,[PS 16:0_22:2 -H]-,FA 16:0 (+O),FA 22:2 (+O),-PS(87),677419.4,1088830.0,0.0,989204.5,0.0,986410.3,767106.3,898209.1,0.0,1006112.2,1015270.9,848993.9,59274.6,78537.3,0.0,52492.2,0.0,51834.5,60091.2,57936.5,0.0,64794.1,70080.0,52714.4,1538.0,3403.5,0.0,1227.5,0.0,593.7,2057.8,1444.0,0.0,309.5,1052.7,1454.8,4738.7,10224.9,0.0,10004.5,0.0,9345.2,9174.6,9876.1,0.0,9399.3,9305.8,9325.6,0.99,1.98,0.93,880372.94,255.23345947265625,335.2958679199219,727.5279541015625,-H+,-H+,-H+,C16 H31 O2,C22 H39 O2,C41 H76 O8 P1,C44 H82 O10 N1 P1
PS 18:1_20:1,PS,814.5611655231149,,C44 H81 O10 N1 P1,,-H+,Glycerophospholipid,negative,70764.5,113327.8,0.0,85404.2,0.0,84843.7,61708.5,88606.5,0.0,91183.1,94777.6,60902.8,MS2,FragmentA and FragmentB,[PS 18:1_20:1 -H]-,FA 18:1 (+O),FA 20:1 (+O),-PS(87),677419.4,1088830.0,0.0,989204.5,0.0,986410.3,767106.3,898209.1,0.0,1006112.2,1015270.9,848993.9,56243.5,91894.5,0.0,65305.7,0.0,61010.4,48364.5,62185.4,0.0,75361.9,68034.6,43480.1,85285.5,134761.2,0.0,105502.8,0.0,108677.0,75052.5,115027.5,0.0,107004.2,121520.6,78325.6,4738.7,10224.9,0.0,10004.5,0.0,9345.2,9174.6,9876.1,0.0,9399.3,9305.8,9325.6,0.99,0.73,0.99,880372.94,281.2488098144531,309.28021240234375,727.5279541015625,-H+,-H+,-H+,C18 H33 O2,C20 H37 O2,C41 H76 O8 P1,C44 H82 O10 N1 P1
PS 18:0_20:2,PS,814.5611655231149,,C44 H81 O10 N1 P1,,-H+,Glycerophospholipid,negative,163136.6,164910.5,0.0,173364.2,0.0,150796.4,126158.7,132497.5,0.0,170486.5,168143.7,164634.3,MS2,FragmentA and FragmentB,[PS 18:0_20:2 -H]-,FA 18:0 (+O),FA 20:2 (+O),-PS(87),677419.4,1088830.0,0.0,989204.5,0.0,986410.3,767106.3,898209.1,0.0,1006112.2,1015270.9,848993.9,266214.8,260813.5,0.0,276713.6,0.0,253910.5,202213.3,208111.3,0.0,251249.7,271428.1,270116.6,60058.4,69007.4,0.0,70014.8,0.0,47682.3,50104.1,56883.7,0.0,89723.4,64859.4,59151.9,4738.7,10224.9,0.0,10004.5,0.0,9345.2,9174.6,9876.1,0.0,9399.3,9305.8,9325.6,0.99,0.63,0.29,880372.94,283.2644348144531,307.26434326171875,727.5279541015625,-H+,-H+,-H+,C18 H35 O2,C20 H35 O2,C41 H76 O8 P1,C44 H82 O10 N1 P1
