LipidSpecies,LipidClass,Mass,IsobaricClass,ChemicalFormula,DerivatizedForm,AdductIon,LipidCategory,ScanPolarity,Intensity:240506_Blank_49932_a.mzML,Intensity:240506_Blank_49932_b.mzML,Intensity:240506_lung_KO_44938_a.mzML,Intensity:240506_lung_KO_44938_b.mzML,Intensity:240506_lung_KO_44939_a.mzML,Intensity:240506_lung_KO_44939_b.mzML,Intensity:240506_lung_WT_45083_a.mzML,Intensity:240506_lung_WT_45083_b.mzML,Intensity:240506_lung_WT_45084_a.mzML,Intensity:240506_lung_WT_45084_b.mzML,Intensity:240506_QC_49936_a.mzML,Intensity:240506_QC_49936_b.mzML,IdentificationLevel,QuantificationIon,PrecursorIdentifier,FragmentAIdentifier,FragmentBIdentifier,FragmentCIdentifier,PrecursorIntensity:240506_Blank_49932_a.mzML,PrecursorIntensity:240506_Blank_49932_b.mzML,PrecursorIntensity:240506_lung_KO_44938_a.mzML,PrecursorIntensity:240506_lung_KO_44938_b.mzML,PrecursorIntensity:240506_lung_KO_44939_a.mzML,PrecursorIntensity:240506_lung_KO_44939_b.mzML,PrecursorIntensity:240506_lung_WT_45083_a.mzML,PrecursorIntensity:240506_lung_WT_45083_b.mzML,PrecursorIntensity:240506_lung_WT_45084_a.mzML,PrecursorIntensity:240506_lung_WT_45084_b.mzML,PrecursorIntensity:240506_QC_49936_a.mzML,PrecursorIntensity:240506_QC_49936_b.mzML,FragmentAIntensity:240506_Blank_49932_a.mzML,FragmentAIntensity:240506_Blank_49932_b.mzML,FragmentAIntensity:240506_lung_KO_44938_a.mzML,FragmentAIntensity:240506_lung_KO_44938_b.mzML,FragmentAIntensity:240506_lung_KO_44939_a.mzML,FragmentAIntensity:240506_lung_KO_44939_b.mzML,FragmentAIntensity:240506_lung_WT_45083_a.mzML,FragmentAIntensity:240506_lung_WT_45083_b.mzML,FragmentAIntensity:240506_lung_WT_45084_a.mzML,FragmentAIntensity:240506_lung_WT_45084_b.mzML,FragmentAIntensity:240506_QC_49936_a.mzML,FragmentAIntensity:240506_QC_49936_b.mzML,FragmentBIntensity:240506_Blank_49932_a.mzML,FragmentBIntensity:240506_Blank_49932_b.mzML,FragmentBIntensity:240506_lung_KO_44938_a.mzML,FragmentBIntensity:240506_lung_KO_44938_b.mzML,FragmentBIntensity:240506_lung_KO_44939_a.mzML,FragmentBIntensity:240506_lung_KO_44939_b.mzML,FragmentBIntensity:240506_lung_WT_45083_a.mzML,FragmentBIntensity:240506_lung_WT_45083_b.mzML,FragmentBIntensity:240506_lung_WT_45084_a.mzML,FragmentBIntensity:240506_lung_WT_45084_b.mzML,FragmentBIntensity:240506_QC_49936_a.mzML,FragmentBIntensity:240506_QC_49936_b.mzML,FragmentCIntensity:240506_Blank_49932_a.mzML,FragmentCIntensity:240506_Blank_49932_b.mzML,FragmentCIntensity:240506_lung_KO_44938_a.mzML,FragmentCIntensity:240506_lung_KO_44938_b.mzML,FragmentCIntensity:240506_lung_KO_44939_a.mzML,FragmentCIntensity:240506_lung_KO_44939_b.mzML,FragmentCIntensity:240506_lung_WT_45083_a.mzML,FragmentCIntensity:240506_lung_WT_45083_b.mzML,FragmentCIntensity:240506_lung_WT_45084_a.mzML,FragmentCIntensity:240506_lung_WT_45084_b.mzML,FragmentCIntensity:240506_QC_49936_a.mzML,FragmentCIntensity:240506_QC_49936_b.mzML,PrecursorERRppm,FragmentAERRppm,FragmentBERRppm,FragmentCERRppm,FragmentAMass,FragmentBMass,FragmentCMass,FragmentAAdductIon,FragmentBAdductIon,FragmentCAdductIon,FragmentAChemicalFormula,FragmentBChemicalFormula,FragmentCChemicalFormula,NeutralChemicalFormula
PC 14:0_20:1,PC,818.5923894095622,,C44 H85 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,10335.5,7275.8,0.0,13054.3,3140.4,2900.1,3194.7,0.0,5022.0,0.0,MS2,FragmentA and FragmentB,[PC 14:0_20:1 +CH3COO]-,FA 14:0 (+O),FA 20:1 (+O),,0.0,0.0,3691458.4,3162492.1,0.0,3453282.4,2872839.6,2539090.8,2531582.3,0.0,2582577.6,0.0,0.0,0.0,14270.9,13425.4,0.0,20014.4,3637.9,4121.7,3208.3,0.0,5539.6,0.0,0.0,0.0,6400.1,1126.2,0.0,6094.2,2642.9,1678.5,3181.2,0.0,4504.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,1.77,0.4,,227.2020568847656,309.280029296875,,-H+,-H+,,C14 H27 O2,C20 H37 O2,,C42 H82 O8 N1 P1
PC 16:0_18:1,PC,818.5923894095622,,C44 H85 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,3621665.9,3193629.5,2931939.9,2847143.8,2827910.7,3253126.0,2351992.0,2956735.5,2210590.5,2713193.2,MS2,FragmentA and FragmentB,[PC 16:0_18:1 +CH3COO]-,FA 16:0 (+O),FA 18:1 (+O),,0.0,0.0,3691458.4,3162492.1,3163860.2,3453282.4,2872839.6,2539090.8,2531582.3,2854017.8,2582577.6,3130149.4,0.0,0.0,2319257.4,2363932.2,1958340.6,1873366.3,2317258.9,3143792.2,1648369.7,2301374.6,1707694.8,2349413.8,0.0,0.0,4924074.3,4023326.9,3905539.2,3820921.4,3338562.6,3362459.8,3055614.3,3612096.4,2713486.3,3076972.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,1.62,0.18,,255.23336791992188,281.2486572265625,,-H+,-H+,,C16 H31 O2,C18 H33 O2,,C42 H82 O8 N1 P1
PC 14:0_20:0,PC,820.607820650837,,C44 H87 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,19543.2,17271.0,22250.5,0.0,12134.2,0.0,0.0,0.0,0.0,0.0,MS2,FragmentA and FragmentB,[PC 14:0_20:0 +CH3COO]-,FA 14:0 (+O),FA 20:0 (+O),,0.0,0.0,309893.4,266886.9,219917.9,0.0,256102.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37765.9,33227.5,43590.8,0.0,23228.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1320.4,1314.6,910.2,0.0,1040.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,1.5,1.89,,227.20199584960932,311.296142578125,,-H+,-H+,,C14 H27 O2,C20 H39 O2,,C42 H84 O8 N1 P1
PC 16:0_18:0,PC,820.607820650837,,C44 H87 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,736743.6,621234.9,644422.9,649242.7,590769.2,556761.4,389713.2,449365.5,393888.1,385133.6,MS2,FragmentA and FragmentB,[PC 16:0_18:0 +CH3COO]-,FA 16:0 (+O),FA 18:0 (+O),,0.0,0.0,309893.4,266886.9,219917.9,245889.7,256102.8,227314.4,243459.9,275637.3,241706.1,284922.5,0.0,0.0,855339.7,709887.9,833770.1,791600.3,607959.5,598055.5,448491.6,492061.3,477462.0,449126.7,0.0,0.0,618147.5,532581.9,455075.7,506885.1,573579.0,515467.2,330934.8,406669.8,310314.2,321140.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,1.62,-0.34,,255.23336791992188,283.26416015625,,-H+,-H+,,C16 H31 O2,C18 H35 O2,,C42 H84 O8 N1 P1
PC 17:0_17:0,PC,820.607820650837,,C44 H87 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,6810.1,5741.8,4141.6,4191.6,5006.5,5990.9,7449.5,8560.9,7617.1,6938.8,MS2,FragmentA and FragmentB,[PC 17:0_17:0 +CH3COO]-,FA 17:0 (+O),FA 17:0 (+O),,0.0,0.0,309893.4,266886.9,219917.9,245889.7,256102.8,227314.4,243459.9,275637.3,241706.1,284922.5,0.0,0.0,13620.1,11483.6,8283.3,8383.2,10013.0,11981.8,14899.1,17121.8,15234.1,13877.7,0.0,0.0,13620.1,11483.6,8283.3,8383.2,10013.0,11981.8,14899.1,17121.8,15234.1,13877.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.53,0.53,,269.2487487792969,269.2487487792969,,-H+,-H+,,C17 H33 O2,C17 H33 O2,,C42 H84 O8 N1 P1
PC 15:0_20:5,PC,824.5454777850164,,C45 H79 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1805.8,1645.3,1976.5,0.0,MS2,FragmentA and FragmentB,[PC 15:0_20:5 +CH3COO]-,FA 15:0 (+O),FA 20:5 (+O),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120770.2,161201.3,100096.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2577.1,1782.5,2115.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1034.5,1508.2,1837.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,1.5,0.95,,241.21766662597656,301.21759033203125,,-H+,-H+,,C15 H29 O2,C20 H29 O2,,C43 H76 O8 N1 P1
PC 15:0_20:4,PC,826.5610997274257,,C45 H81 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,37638.7,0.0,0.0,0.0,0.0,0.0,38263.9,33272.6,0.0,0.0,MS2,FragmentA and FragmentB,[PC 15:0_20:4 +CH3COO]-,FA 15:0 (+O),FA 20:4 (+O),,0.0,0.0,10091.2,0.0,0.0,0.0,0.0,0.0,19093.0,18013.6,0.0,0.0,0.0,0.0,6656.1,0.0,0.0,0.0,0.0,0.0,3410.1,6278.5,0.0,0.0,0.0,0.0,68621.4,0.0,0.0,0.0,0.0,0.0,73117.7,60266.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.5,0.35,,241.21766662597656,303.2330627441406,,-H+,-H+,,C15 H29 O2,C20 H31 O2,,C43 H78 O8 N1 P1
PC 15:0_20:2,PC,830.5924126516246,,C45 H85 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,8560.5,8926.1,0.0,0.0,0.0,0.0,5937.9,4301.7,0.0,3100.5,MS2,FragmentA and FragmentB,[PC 15:0_20:2 +CH3COO]-,FA 15:0 (+O),FA 20:2 (+O),,0.0,0.0,49843.5,54795.2,0.0,0.0,0.0,0.0,45424.4,59881.4,0.0,33159.6,0.0,0.0,6665.0,6236.9,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,10455.9,11615.4,0.0,0.0,0.0,0.0,11876.8,8604.4,0.0,6201.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.8,0.48,,241.21749877929688,307.264404296875,,-H+,-H+,,C15 H29 O2,C20 H35 O2,,C43 H82 O8 N1 P1
PC 17:1_18:1,PC,830.5924126516246,,C45 H85 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,41420.1,41947.4,0.0,0.0,0.0,0.0,27443.2,24300.3,0.0,16237.3,MS2,FragmentA and FragmentB,[PC 17:1_18:1 +CH3COO]-,FA 17:1 (+O),FA 18:1 (+O),,0.0,0.0,49843.5,54795.2,0.0,0.0,0.0,0.0,45424.4,59881.4,0.0,33159.6,0.0,0.0,6451.5,8720.7,0.0,0.0,0.0,0.0,1721.3,4155.6,0.0,9151.9,0.0,0.0,76388.7,75174.2,0.0,0.0,0.0,0.0,53165.1,44444.9,0.0,23322.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.06,0.29,,267.23297119140625,281.2486877441406,,-H+,-H+,,C17 H31 O2,C18 H33 O2,,C43 H82 O8 N1 P1
PC 17:0_18:2,PC,830.5924126516246,,C45 H85 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,48933.7,36670.7,0.0,0.0,0.0,0.0,36386.7,37202.2,0.0,19990.1,MS2,FragmentA and FragmentB,[PC 17:0_18:2 +CH3COO]-,FA 17:0 (+O),FA 18:2 (+O),,0.0,0.0,49843.5,54795.2,0.0,0.0,0.0,0.0,45424.4,59881.4,0.0,33159.6,0.0,0.0,16008.0,6811.5,0.0,0.0,0.0,0.0,9115.2,10908.7,0.0,11817.1,0.0,0.0,81859.4,66529.8,0.0,0.0,0.0,0.0,63658.2,63495.6,0.0,28163.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.08,0.28,,269.2486267089844,279.2330322265625,,-H+,-H+,,C17 H33 O2,C18 H31 O2,,C43 H82 O8 N1 P1
PC 16:0_19:2,PC,830.5927266366494,,C45 H85 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22681.3,22769.4,0.0,31834.4,MS2,FragmentA and FragmentB,[PC 16:0_19:2 +CH3COO]-,FA 16:0 (+O),FA 19:2 (+O),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45424.4,59881.4,0.0,33159.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44159.9,43794.7,0.0,62559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1202.7,1744.1,0.0,1109.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,1.8,1.01,,255.23341369628903,293.2489013671875,,-H+,-H+,,C16 H31 O2,C19 H33 O2,,C43 H82 O8 N1 P1
PC 16:3_20:4,PC,834.5299352247678,,C46 H77 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,32533.9,0.0,34550.9,29439.1,43899.2,0.0,0.0,60094.8,31668.1,34524.4,MS2,FragmentA and FragmentB,[PC 16:3_20:4 +CH3COO]-,FA 16:3 (+O),FA 20:4 (+O),,0.0,0.0,2469821.9,0.0,1883727.5,1942552.2,2000661.9,0.0,0.0,2701783.6,1836570.2,2130077.8,0.0,0.0,1746.0,0.0,1528.0,2263.6,1648.3,0.0,0.0,3659.9,1337.2,4306.2,0.0,0.0,63321.8,0.0,67573.8,56614.6,86150.2,0.0,0.0,116529.7,61998.9,64742.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,2.39,0.25,,249.1865997314453,303.2330322265625,,-H+,-H+,,C16 H25 O2,C20 H31 O2,,C44 H74 O8 N1 P1
PC 14:0_22:6,PC,836.5459266776189,,C46 H79 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,6888.2,2976.7,1850.4,4664.7,5246.1,3347.4,2582.3,5916.6,3754.2,5327.0,MS2,FragmentA and FragmentB,[PC 14:0_22:6 +CH3COO]-,FA 14:0 (+O),FA 22:6 (+O),,0.0,0.0,2130426.3,1810966.9,1691648.8,1793111.7,1686655.5,1501312.0,1818060.3,1831816.9,1306731.8,1577210.9,0.0,0.0,6138.8,5005.3,2245.0,4401.1,5060.3,2422.4,1459.0,5591.0,5678.3,5213.5,0.0,0.0,7637.5,948.1,1455.9,4928.3,5431.9,4272.5,3705.5,6242.1,1830.2,5440.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,1.1,1.07,,227.201904296875,327.2333068847656,,-H+,-H+,,C14 H27 O2,C22 H31 O2,,C44 H76 O8 N1 P1
PC 16:2_20:4,PC,836.5459266776189,,C46 H79 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,15979.7,14329.0,9766.6,0.0,0.0,0.0,19593.5,19565.5,17357.2,0.0,MS2,FragmentA and FragmentB,[PC 16:2_20:4 +CH3COO]-,FA 16:2 (+O),FA 20:4 (+O),,0.0,0.0,2130426.3,1810966.9,1691648.8,0.0,0.0,0.0,1818060.3,1831816.9,1306731.8,0.0,0.0,0.0,1065.8,1533.4,1878.3,0.0,0.0,0.0,1275.5,4425.0,1200.5,0.0,0.0,0.0,30893.6,27124.6,17654.9,0.0,0.0,0.0,37911.6,34705.9,33513.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,1.3,0.35,,251.2019805908203,303.2330627441406,,-H+,-H+,,C16 H27 O2,C20 H31 O2,,C44 H76 O8 N1 P1
PC 16:1_20:5,PC,836.5459266776189,,C46 H79 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,5265.2,5131.2,7265.6,6079.7,0.0,0.0,3950.2,0.0,0.0,0.0,MS2,FragmentA and FragmentB,[PC 16:1_20:5 +CH3COO]-,FA 16:1 (+O),FA 20:5 (+O),,0.0,0.0,2130426.3,1810966.9,1691648.8,1793111.7,0.0,0.0,1818060.3,0.0,0.0,0.0,0.0,0.0,9461.1,9137.3,13210.1,10328.5,0.0,0.0,5958.5,0.0,0.0,0.0,0.0,0.0,1069.4,1125.2,1321.1,1831.0,0.0,0.0,1941.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,1.79,1.86,,253.2177581787109,301.2178649902344,,-H+,-H+,,C16 H29 O2,C20 H29 O2,,C44 H76 O8 N1 P1
PC 14:0_22:5,PC,838.5614414081435,,C46 H81 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,4275.5,1091.1,3640.5,3480.4,7440.5,3755.2,4112.4,8984.5,6303.6,10170.0,MS2,FragmentA and FragmentB,[PC 14:0_22:5 +CH3COO]-,FA 14:0 (+O),FA 22:5 (+O),,0.0,0.0,3574761.8,3164115.1,2806559.0,2944985.0,3566306.1,3046663.0,3524341.2,3743543.2,2433995.0,2813737.6,0.0,0.0,4909.8,2183.9,5704.6,1325.6,7122.9,6253.1,8226.5,9481.9,7711.9,7747.7,0.0,0.0,3641.1,-1.7,1576.3,5635.2,7758.0,1257.3,-1.7,8487.0,4895.3,12592.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.69,0.81,,227.20181274414065,329.2488708496094,,-H+,-H+,,C14 H27 O2,C22 H33 O2,,C44 H78 O8 N1 P1
PC 16:1_20:4,PC,838.5614414081435,,C46 H81 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,69437.3,80872.3,63262.7,52200.0,79853.6,59453.2,50187.9,66278.8,49775.7,67227.5,MS2,FragmentA and FragmentB,[PC 16:1_20:4 +CH3COO]-,FA 16:1 (+O),FA 20:4 (+O),,0.0,0.0,3574761.8,3164115.1,2806559.0,2944985.0,3566306.1,3046663.0,3524341.2,3743543.2,2433995.0,2813737.6,0.0,0.0,52770.7,62022.7,51932.1,45592.9,55310.0,43322.4,36297.0,44792.6,33117.0,39747.3,0.0,0.0,86104.0,99721.9,74593.2,58807.1,104397.2,75583.9,64078.7,87765.0,66434.3,94707.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,1.67,0.56,,253.2177276611328,303.2331237792969,,-H+,-H+,,C16 H29 O2,C20 H31 O2,,C44 H78 O8 N1 P1
PC 16:0_20:5,PC,838.5614414081435,,C46 H81 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,31136.5,34753.9,30956.1,28086.6,29069.1,25763.7,21178.3,27320.9,19005.8,28761.6,MS2,FragmentA and FragmentB,[PC 16:0_20:5 +CH3COO]-,FA 16:0 (+O),FA 20:5 (+O),,0.0,0.0,3574761.8,3164115.1,2806559.0,2944985.0,3566306.1,3046663.0,3524341.2,3743543.2,2433995.0,2813737.6,0.0,0.0,43117.8,46284.1,45824.9,37342.2,46724.3,41607.9,25976.1,39010.4,27025.3,42956.9,0.0,0.0,19155.1,23223.6,16087.4,18831.0,11414.0,9919.6,16380.6,15631.3,10986.3,14566.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,1.74,0.64,,255.2333984375,301.2174987792969,,-H+,-H+,,C16 H31 O2,C20 H29 O2,,C44 H78 O8 N1 P1
PC 18:2_18:3,PC,838.5614414081435,,C46 H81 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,28164.8,24955.8,17162.9,13572.1,26756.8,14524.4,12546.3,0.0,0.0,11213.1,MS2,FragmentA and FragmentB,[PC 18:2_18:3 +CH3COO]-,FA 18:2 (+O),FA 18:3 (+O),,0.0,0.0,3574761.8,3164115.1,2806559.0,2944985.0,3566306.1,3046663.0,3524341.2,0.0,0.0,2813737.6,0.0,0.0,50338.8,44616.5,29872.0,24683.2,43128.9,22283.9,22445.6,0.0,0.0,19974.0,0.0,0.0,5990.8,5295.1,4453.8,2461.0,10384.6,6764.9,2647.0,0.0,0.0,2452.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.71,0.04,,279.233154296875,277.2173156738281,,-H+,-H+,,C18 H31 O2,C18 H29 O2,,C44 H78 O8 N1 P1
PC 14:0_22:4,PC,840.5771520193667,,C46 H83 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,18686.9,6296.0,3596.4,0.0,639.8,696.5,13518.3,2671.9,4835.0,10944.4,MS2,FragmentA and FragmentB,[PC 14:0_22:4 +CH3COO]-,FA 14:0 (+O),FA 22:4 (+O),,0.0,0.0,2294005.8,2164462.4,1893548.0,0.0,2135958.0,1951068.2,1884841.8,2187325.0,1833034.7,2215393.8,0.0,0.0,2701.1,6547.1,3951.6,0.0,1281.2,1394.8,5737.1,5345.5,4177.9,6550.7,0.0,0.0,34672.8,6044.8,3241.1,0.0,-1.7,-1.7,21299.5,-1.7,5492.2,15338.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.5,0.63,,227.20199584960932,331.26446533203125,,-H+,-H+,,C14 H27 O2,C22 H35 O2,,C44 H80 O8 N1 P1
PC 16:1_20:3,PC,840.5771520193667,,C46 H83 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,52788.7,50937.9,47157.4,40786.3,35174.1,30719.8,33003.1,28755.7,25890.6,31310.5,MS2,FragmentA and FragmentB,[PC 16:1_20:3 +CH3COO]-,FA 16:1 (+O),FA 20:3 (+O),,0.0,0.0,2294005.8,2164462.4,1893548.0,2021660.9,2135958.0,1951068.2,1884841.8,2187325.0,1833034.7,2215393.8,0.0,0.0,76833.2,78310.2,78321.4,65730.5,58248.2,50552.0,46783.2,42428.9,40874.5,44015.0,0.0,0.0,28744.2,23565.6,15993.3,15842.1,12100.0,10887.6,19223.0,15082.5,10906.6,18606.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.79,0.17,,253.2177581787109,305.2486572265625,,-H+,-H+,,C16 H29 O2,C20 H33 O2,,C44 H80 O8 N1 P1
PC 16:0_20:4,PC,840.5771520193667,,C46 H83 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,1325873.5,1143014.5,966322.3,944670.9,1149302.9,968469.5,1075009.8,1040300.8,935650.7,1149240.5,MS2,FragmentA and FragmentB,[PC 16:0_20:4 +CH3COO]-,FA 16:0 (+O),FA 20:4 (+O),,0.0,0.0,2294005.8,2164462.4,1893548.0,2021660.9,2135958.0,1951068.2,1884841.8,2187325.0,1833034.7,2215393.8,0.0,0.0,958973.5,817467.8,715610.0,711870.2,810160.2,696058.1,768723.4,759708.1,668023.3,863881.5,0.0,0.0,1692773.6,1468561.1,1217034.6,1177471.6,1488445.6,1240880.9,1381296.2,1320893.5,1203278.2,1434599.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.74,0.56,,255.2333984375,303.2331237792969,,-H+,-H+,,C16 H31 O2,C20 H31 O2,,C44 H80 O8 N1 P1
PC 18:2_18:2,PC,840.5771520193667,,C46 H83 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,99607.6,86272.4,55425.3,54352.6,64416.8,56367.8,73444.5,69227.0,60015.0,79573.1,MS2,FragmentA and FragmentB,[PC 18:2_18:2 +CH3COO]-,FA 18:2 (+O),FA 18:2 (+O),,0.0,0.0,2294005.8,2164462.4,1893548.0,2021660.9,2135958.0,1951068.2,1884841.8,2187325.0,1833034.7,2215393.8,0.0,0.0,199215.3,172544.7,110850.7,108705.2,128833.6,112735.6,146889.1,138454.0,120030.1,159146.3,0.0,0.0,199215.3,172544.7,110850.7,108705.2,128833.6,112735.6,146889.1,138454.0,120030.1,159146.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.39,0.39,,279.2330627441406,279.2330627441406,,-H+,-H+,,C18 H31 O2,C18 H31 O2,,C44 H80 O8 N1 P1
PC 18:1_18:3,PC,840.5771520193667,,C46 H83 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,49046.1,42338.0,29192.5,27036.0,32760.5,41056.4,27769.9,31650.9,19232.5,29691.7,MS2,FragmentA and FragmentB,[PC 18:1_18:3 +CH3COO]-,FA 18:1 (+O),FA 18:3 (+O),,0.0,0.0,2294005.8,2164462.4,1893548.0,2021660.9,2135958.0,1951068.2,1884841.8,2187325.0,1833034.7,2215393.8,0.0,0.0,73513.6,59220.3,45563.0,41956.4,33999.2,35573.6,40941.8,41129.9,23867.2,34753.2,0.0,0.0,24578.6,25455.7,12821.9,12115.7,31521.8,46539.1,14598.0,22171.9,14597.9,24630.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.4,0.37,,281.24871826171875,277.2174072265625,,-H+,-H+,,C18 H33 O2,C18 H29 O2,,C44 H80 O8 N1 P1
PC 14:0_22:3,PC,842.5927949910589,,C46 H85 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,514.5,1077.6,0.0,0.0,3087.8,0.0,711.3,0.0,0.0,0.0,MS2,FragmentA and FragmentB,[PC 14:0_22:3 +CH3COO]-,FA 14:0 (+O),FA 22:3 (+O),,0.0,0.0,936094.3,821290.0,0.0,0.0,667647.9,0.0,687282.7,0.0,0.0,0.0,0.0,0.0,1030.7,1524.7,0.0,0.0,5002.8,0.0,701.2,0.0,0.0,0.0,0.0,0.0,-1.7,630.5,0.0,0.0,1172.8,0.0,721.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,1.5,1.01,,227.20199584960932,333.2802429199219,,-H+,-H+,,C14 H27 O2,C22 H37 O2,,C44 H82 O8 N1 P1
